Image,dst_type,dst_lev,dmos_std,dmos
insidecity-hous24,insidecity,4,0.1915724406,0.71
insidecity-hous35,insidecity,1,0.08144527815,0.08666666667
insidecity-hous35,insidecity,2,0.1474222959,0.2133333333
insidecity-hous35,insidecity,3,0.2369247419,0.4266666667
insidecity-hous35,insidecity,4,0.1732050808,0.8
insidecity-hous39,insidecity,1,0.04041451884,0.09333333333
insidecity-hous39,insidecity,2,0.02645751311,0.17
insidecity-hous39,insidecity,3,0.09539392014,0.34
insidecity-hous39,insidecity,4,0.2400694344,0.7266666667
insidecity-hous50,insidecity,1,0.07234178138,0.1266666667
insidecity-hous50,insidecity,2,0.1153256259,0.24
insidecity-hous50,insidecity,3,0.06350852961,0.5233333333
insidecity-hous50,insidecity,4,0.06658328118,0.8066666667
insidecity-hous68,insidecity,1,0.01527525232,0.03333333333
insidecity-hous68,insidecity,2,0.03785938897,0.1733333333
insidecity-hous68,insidecity,3,0.1637070554,0.56
insidecity-hous68,insidecity,4,0.06658328118,0.7766666667
insidecity-hous79,insidecity,1,0.1946792233,0.3
insidecity-hous79,insidecity,2,0.1379613472,0.4033333333
insidecity-hous79,insidecity,3,0.09451631253,0.6566666667
insidecity-hous79,insidecity,4,0.08082903769,0.8233333333
insidecity-hous93,insidecity,1,0.08082903769,0.1133333333
insidecity-hous93,insidecity,2,0.1250333289,0.1266666667
insidecity-hous93,insidecity,3,0.2771281292,0.46
insidecity-hous93,insidecity,4,0.2910326442,0.72
insidecity-hous96,insidecity,1,0.1078579312,0.1766666667
insidecity-hous96,insidecity,2,0.1677299417,0.3166666667
insidecity-hous96,insidecity,3,0.2930870178,0.59
insidecity-hous96,insidecity,4,0.1342882472,0.8133333333
insidecity-par104,insidecity,1,0.1209683154,0.1433333333
insidecity-par104,insidecity,2,0.1167618659,0.2533333333
insidecity-par104,insidecity,3,0.05131601439,0.5866666667
insidecity-par104,insidecity,4,0.05567764363,0.76
insidecity-par128,insidecity,1,0.01527525232,0.1466666667
insidecity-par128,insidecity,2,0.02645751311,0.21
insidecity-par128,insidecity,3,0.2484619354,0.4433333333
insidecity-par128,insidecity,4,0.3350124376,0.7433333333
insidecity-par180,insidecity,1,0.02516611478,0.1066666667
insidecity-par180,insidecity,2,0.1374772708,0.26
insidecity-par180,insidecity,3,0.2274496281,0.6733333333
insidecity-par180,insidecity,4,0.1096965511,0.8433333333
insidecity-par181,insidecity,1,0.07234178138,0.2133333333
insidecity-par181,insidecity,2,0.09451631253,0.2633333333
insidecity-par181,insidecity,3,0.2318045153,0.5666666667
insidecity-par181,insidecity,4,0.2944486373,0.74
insidecity-par40,insidecity,1,0.03055050463,0.1266666667
insidecity-par40,insidecity,2,0.1558845727,0.24
insidecity-par40,insidecity,3,0.1205542755,0.5133333333
insidecity-par40,insidecity,4,0.1562049935,0.7
insidecity-urb123,insidecity,1,0.07505553499,0.1433333333
insidecity-urb123,insidecity,2,0.03785938897,0.3133333333
insidecity-urb123,insidecity,3,0.0608276253,0.62
insidecity-urb123,insidecity,4,0.08185352772,0.88
insidecity-urb245,insidecity,1,0.04725815626,0.08666666667
insidecity-urb245,insidecity,2,0.2830783166,0.3433333333
insidecity-urb245,insidecity,3,0.2858321186,0.42
insidecity-urb245,insidecity,4,0.3008875759,0.5233333333
insidecity-urb323,insidecity,1,0.02309401077,0.07333333333
insidecity-urb323,insidecity,2,0.07505553499,0.1366666667
insidecity-urb323,insidecity,3,0.1892969449,0.3333333333
insidecity-urb323,insidecity,4,0.2306512519,0.53
insidecity-urb354,insidecity,1,0.1322875656,0.15
insidecity-urb354,insidecity,2,0.2523885893,0.31
insidecity-urb354,insidecity,3,0.1473091986,0.57
insidecity-urb354,insidecity,4,0.130511813,0.8533333333
insidecity-urb359,insidecity,1,0.09504384953,0.2066666667
insidecity-urb359,insidecity,2,0.1637070554,0.26
insidecity-urb359,insidecity,3,0.2805352028,0.48
insidecity-urb359,insidecity,4,0.3406366588,0.6733333333
insidecity-urb482,insidecity,1,0.1135781669,0.15
insidecity-urb482,insidecity,2,0.2179449472,0.3
insidecity-urb482,insidecity,3,0.26,0.7
insidecity-urb482,insidecity,4,0.2145538006,0.8466666667
insidecity-urb515,insidecity,1,0.04041451884,0.1566666667
insidecity-urb515,insidecity,2,0.1513274595,0.37
insidecity-urb515,insidecity,3,0.2621068484,0.62
insidecity-urb515,insidecity,4,0.1537313674,0.8133333333
insidecity-urb723,insidecity,1,0.1113552873,0.27
insidecity-urb723,insidecity,2,0.2020725942,0.3233333333
insidecity-urb723,insidecity,3,0.1929594085,0.6466666667
insidecity-urb723,insidecity,4,0.02645751311,0.88
insidecity-urb781,insidecity,1,0.1126942767,0.26
insidecity-urb781,insidecity,2,0.195192213,0.39
insidecity-urb781,insidecity,3,0.1429452109,0.6333333333
insidecity-urb781,insidecity,4,0.1662327685,0.7766666667
insidecity-urb801,insidecity,1,0.08020806277,0.1333333333
insidecity-urb801,insidecity,2,0.1266227994,0.2633333333
insidecity-urb801,insidecity,3,0.2338803113,0.52
insidecity-urb801,insidecity,4,0.2409010862,0.6766666667
insidecity-urb849,insidecity,1,0.05291502622,0.13
insidecity-urb849,insidecity,2,0.06429100507,0.2166666667
insidecity-urb849,insidecity,3,0.177857621,0.3766666667
insidecity-urb849,insidecity,4,0.1361371857,0.6366666667
insidecity-urb917,insidecity,1,0.02,0.13
insidecity-urb917,insidecity,2,0.04358898944,0.17
insidecity-urb917,insidecity,3,0.1021436896,0.2366666667
insidecity-urb917,insidecity,4,0.105039675,0.4966666667
insidecity-urb992,insidecity,1,0.02516611478,0.1033333333
insidecity-urb992,insidecity,2,0.1446835628,0.2466666667
insidecity-urb992,insidecity,3,0.288444102,0.54
insidecity-urb992,insidecity,4,0.1789785834,0.8466666667
insidecity-urban992,insidecity,1,0.04725815626,0.1466666667
insidecity-urban992,insidecity,2,0.0608276253,0.22
insidecity-urban992,insidecity,3,0.2557994006,0.4766666667
insidecity-urban992,insidecity,4,0.2569695183,0.6466666667
mountain-cdmc181,mountain,1,0.01527525232,0.2166666667
mountain-cdmc181,mountain,2,0.1081665383,0.37
mountain-cdmc181,mountain,3,0.03464101615,0.77
mountain-cdmc181,mountain,4,0.03055050463,0.9166666667
mountain-land130,mountain,1,0.1473091986,0.19
mountain-land130,mountain,2,0.04618802154,0.1866666667
mountain-land130,mountain,3,0.2285461296,0.4166666667
mountain-land130,mountain,4,0.305122926,0.65
mountain-land143,mountain,1,0.05773502692,0.1366666667
mountain-land143,mountain,2,0.07094598885,0.2266666667
mountain-land143,mountain,3,0.2573583753,0.6366666667
mountain-land143,mountain,4,0.2888482877,0.7433333333
mountain-land145,mountain,1,0.2535744467,0.31
mountain-land145,mountain,2,0.1628905563,0.3766666667
mountain-land145,mountain,3,0.1929594085,0.7166666667
mountain-land145,mountain,4,0.04932882862,0.8666666667
mountain-land180,mountain,1,0.1443375673,0.2333333333
mountain-land180,mountain,2,0.1594783162,0.4066666667
mountain-land180,mountain,3,0.1761628035,0.5633333333
mountain-land180,mountain,4,0.1588500341,0.7266666667
mountain-land189,mountain,1,0.150443788,0.2166666667
mountain-land189,mountain,2,0.196977156,0.36
mountain-land189,mountain,3,0.2696293753,0.48
mountain-land189,mountain,4,0.1921804707,0.7166666667
mountain-land198,mountain,1,0.1587450787,0.17
mountain-land198,mountain,2,0.150443788,0.2266666667
mountain-land198,mountain,3,0.1443375673,0.4666666667
mountain-land198,mountain,4,0.130511813,0.6766666667
mountain-land26,mountain,1,0.2951270913,0.35
mountain-land26,mountain,2,0.2542308662,0.4366666667
mountain-land26,mountain,3,0.2306512519,0.66
mountain-land26,mountain,4,0.1044030651,0.88
mountain-land281,mountain,1,0.1154700538,0.1333333333
mountain-land281,mountain,2,0.1950213664,0.2966666667
mountain-land281,mountain,3,0.2916047553,0.5266666667
mountain-land281,mountain,4,0.2598076211,0.7
mountain-land286,mountain,1,0.2478574859,0.3066666667
mountain-land286,mountain,2,0.2657693235,0.4033333333
mountain-land286,mountain,3,0.2478574859,0.5866666667
mountain-land286,mountain,4,0.2193931023,0.6766666667
mountain-land318,mountain,1,0.1216552506,0.23
mountain-land318,mountain,2,0.1011599394,0.3633333333
mountain-land318,mountain,3,0.15011107,0.6966666667
mountain-land318,mountain,4,0.06806859286,0.9266666667
mountain-land886,mountain,1,0.05033222957,0.1066666667
mountain-land886,mountain,2,0.1386842938,0.1866666667
mountain-land886,mountain,3,0.19,0.36
mountain-land886,mountain,4,0.1955334583,0.6033333333
mountain-land917,mountain,1,0.02516611478,0.08666666667
mountain-land917,mountain,2,0.06429100507,0.2066666667
mountain-land917,mountain,3,0.162583312,0.5466666667
mountain-land917,mountain,4,0.02886751346,0.8566666667
mountain-moun10,mountain,1,0.09814954576,0.1566666667
mountain-moun10,mountain,2,0.1913983629,0.3933333333
mountain-moun10,mountain,3,0.1703917056,0.6366666667
mountain-moun10,mountain,4,0.05131601439,0.8666666667
mountain-moun14,mountain,1,0.08082903769,0.1033333333
mountain-moun14,mountain,2,0.1975685535,0.3233333333
mountain-moun14,mountain,3,0.2683902631,0.5933333333
mountain-moun14,mountain,4,0.1040833,0.9166666667
mountain-moun38,mountain,1,0.04041451884,0.1466666667
mountain-moun38,mountain,2,0.03785938897,0.4766666667
mountain-moun38,mountain,3,0.05196152423,0.78
mountain-moun38,mountain,4,0.02516611478,0.9333333333
mountain-n18009,mountain,1,0.1539480432,0.23
mountain-n18009,mountain,2,0.193993127,0.2966666667
mountain-n18009,mountain,3,0.2800595175,0.4566666667
mountain-n18009,mountain,4,0.1858314649,0.7133333333
mountain-n18021,mountain,1,0.187705443,0.2866666667
mountain-n18021,mountain,2,0.09018499506,0.1966666667
mountain-n18021,mountain,3,0.08082903769,0.5833333333
mountain-n18021,mountain,4,0.1252996409,0.83
mountain-n18036,mountain,1,0.06429100507,0.1533333333
mountain-n18036,mountain,2,0.1379613472,0.3066666667
mountain-n18036,mountain,3,0.3342154993,0.62
mountain-n18036,mountain,4,0.1250333289,0.8566666667
mountain-n213031,mountain,1,0.06350852961,0.1366666667
mountain-n213031,mountain,2,0.2078460969,0.27
mountain-n213031,mountain,3,0.3089228598,0.4533333333
mountain-n213031,mountain,4,0.2993882652,0.6566666667
mountain-n213065,mountain,1,0.06429100507,0.2266666667
mountain-n213065,mountain,2,0.1908751774,0.3733333333
mountain-n213065,mountain,3,0.26,0.6
mountain-n213065,mountain,4,0.2861817604,0.73
mountain-n344047,mountain,1,0.03464101615,0.17
mountain-n344047,mountain,2,0.09814954576,0.3066666667
mountain-n344047,mountain,3,0.170098011,0.5433333333
mountain-n344047,mountain,4,0.03214550254,0.8366666667
mountain-n344059,mountain,1,0.4373023363,0.3966666667
mountain-n344059,mountain,2,0.2563201124,0.42
mountain-n344059,mountain,3,0.162583312,0.6666666667
mountain-n344059,mountain,4,0.5416948711,0.6433333333
mountain-n344062,mountain,1,0.08504900548,0.1366666667
mountain-n344062,mountain,2,0.09609023537,0.2633333333
mountain-n344062,mountain,3,0.13,0.52
mountain-n344062,mountain,4,0.2260530911,0.75
mountain-n344076,mountain,1,0.06506407099,0.1733333333
mountain-n344076,mountain,2,0.12,0.28
mountain-n344076,mountain,3,0.215019379,0.5533333333
mountain-n344076,mountain,4,0.1985782801,0.7333333333
mountain-n344080,mountain,1,0.1415391583,0.2233333333
mountain-n344080,mountain,2,0.1178982612,0.33
mountain-n344080,mountain,3,0.1350308607,0.6066666667
mountain-n344080,mountain,4,0.414769012,0.5633333333
mountain-n347049,mountain,1,0.04041451884,0.1733333333
mountain-n347049,mountain,2,0.05567764363,0.25
mountain-n347049,mountain,3,0.2707397274,0.5
mountain-n347049,mountain,4,0.2227853975,0.5933333333
mountain-n347051,mountain,1,0.09,0.16
mountain-n347051,mountain,2,0.03511884584,0.2633333333
mountain-n347051,mountain,3,0.2218858565,0.6466666667
mountain-n347051,mountain,4,0.1858314649,0.8133333333
mountain-n371063,mountain,1,0.02886751346,0.1033333333
mountain-n371063,mountain,2,0.03464101615,0.21
mountain-n371063,mountain,3,0.08717797887,0.49
mountain-n371063,mountain,4,0.2250185178,0.7066666667
mountain-n371071,mountain,1,0.01527525232,0.1466666667
mountain-n371071,mountain,2,0.130128142,0.2966666667
mountain-n371071,mountain,3,0.177857621,0.4133333333
mountain-n371071,mountain,4,0.200748599,0.58
mountain-n405000,mountain,1,0.1115048579,0.1433333333
mountain-n405000,mountain,2,0.1537313674,0.3033333333
mountain-n405000,mountain,3,0.1484362939,0.5266666667
mountain-n405000,mountain,4,0.07371114796,0.7833333333
mountain-n405030,mountain,1,0.1115048579,0.2433333333
mountain-n405030,mountain,2,0.1365039682,0.3766666667
mountain-n405030,mountain,3,0.2103172207,0.5966666667
mountain-n405030,mountain,4,0.1150362262,0.7966666667
mountain-n405055,mountain,1,0.05131601439,0.1333333333
mountain-n405055,mountain,2,0.04509249753,0.2333333333
mountain-n405055,mountain,3,0.2657693235,0.5366666667
mountain-n405055,mountain,4,0.2159475245,0.6366666667
mountain-n603032,mountain,1,0.08144527815,0.2066666667
mountain-n603032,mountain,2,0.1513274595,0.33
mountain-n603032,mountain,3,0.2421432083,0.5966666667
mountain-n603032,mountain,4,0.2804163571,0.7533333333
mountain-n603048,mountain,1,0.2722131518,0.32
mountain-n603048,mountain,2,0.05567764363,0.27
mountain-n603048,mountain,3,0.1201388086,0.6366666667
mountain-n603048,mountain,4,0.1040833,0.8466666667
mountain-n736026,mountain,1,0.05507570547,0.1266666667
mountain-n736026,mountain,2,0.0896288644,0.2066666667
mountain-n736026,mountain,3,0.1374772708,0.38
mountain-n736026,mountain,4,0.170098011,0.5066666667
mountain-n841059,mountain,1,0.09291573243,0.1533333333
mountain-n841059,mountain,2,0.2494660966,0.3933333333
mountain-n841059,mountain,3,0.04618802154,0.6666666667
mountain-n841059,mountain,4,0.1327905619,0.8633333333
mountain-nat1046,mountain,1,0.08020806277,0.1066666667
mountain-nat1046,mountain,2,0.07211102551,0.26
mountain-nat1046,mountain,3,0.2098412098,0.5733333333
mountain-nat1046,mountain,4,0.1594783162,0.8733333333
mountain-nat1064,mountain,1,0.181934054,0.2
mountain-nat1064,mountain,2,0.1858314649,0.2866666667
mountain-nat1064,mountain,3,0.1955334583,0.5533333333
mountain-nat1064,mountain,4,0.1662327685,0.7933333333
mountain-nat116,mountain,1,0.09018499506,0.09333333333
mountain-nat116,mountain,2,0.1289702808,0.3066666667
mountain-nat116,mountain,3,0.1563116545,0.7433333333
mountain-nat116,mountain,4,0.3055050463,0.7333333333
mountain-nat117,mountain,1,0.08082903769,0.1733333333
mountain-nat117,mountain,2,0.1266227994,0.3366666667
mountain-nat117,mountain,3,0.1703917056,0.6233333333
mountain-nat117,mountain,4,0.07505553499,0.7866666667
mountain-nat1231,mountain,1,0.1193035345,0.1366666667
mountain-nat1231,mountain,2,0.12489996,0.22
mountain-nat1231,mountain,3,0.09539392014,0.74
mountain-nat1231,mountain,4,0.0692820323,0.84
mountain-nat1232,mountain,1,0.01154700538,0.1066666667
mountain-nat1232,mountain,2,0.04725815626,0.1866666667
mountain-nat1232,mountain,3,0.254820198,0.7433333333
mountain-nat1232,mountain,4,0.1588500341,0.7333333333
mountain-nat17,mountain,1,0.1824828759,0.13
mountain-nat17,mountain,2,0.2455605832,0.39
mountain-nat17,mountain,3,0.1250333289,0.7033333333
mountain-nat17,mountain,4,0.05131601439,0.9433333333
mountain-nat199,mountain,1,0.06244997998,0.1
mountain-nat199,mountain,2,0.09,0.18
mountain-nat199,mountain,3,0.3204684072,0.46
mountain-nat199,mountain,4,0.2707397274,0.73
mountain-nat28,mountain,1,0.177857621,0.1666666667
mountain-nat28,mountain,2,0.4309679029,0.3933333333
mountain-nat28,mountain,3,0.2608320021,0.5466666667
mountain-nat28,mountain,4,0.2457641145,0.76
mountain-nat38,mountain,1,0.07767453465,0.1866666667
mountain-nat38,mountain,2,0.1228820573,0.3
mountain-nat38,mountain,3,0.1357694124,0.6166666667
mountain-nat38,mountain,4,0.07637626158,0.8833333333
mountain-nat391,mountain,1,0.05,0.15
mountain-nat391,mountain,2,0.07571877794,0.2133333333
mountain-nat391,mountain,3,0.1443375673,0.3833333333
mountain-nat391,mountain,4,0.08660254038,0.7
mountain-nat427,mountain,1,0.04932882862,0.3133333333
mountain-nat427,mountain,2,0.1646207763,0.44
mountain-nat427,mountain,3,0.1242309677,0.7033333333
mountain-nat427,mountain,4,0.07549834435,0.88
mountain-nat43,mountain,1,0.07505553499,0.1433333333
mountain-nat43,mountain,2,0.118462371,0.2366666667
mountain-nat43,mountain,3,0.2516611478,0.6333333333
mountain-nat43,mountain,4,0.2802379941,0.6233333333
mountain-nat445,mountain,1,0.155241747,0.36
mountain-nat445,mountain,2,0.23797759,0.4666666667
mountain-nat445,mountain,3,0.3257811126,0.5533333333
mountain-nat445,mountain,4,0.3459768778,0.7
mountain-nat494,mountain,1,0.1171893055,0.1366666667
mountain-nat494,mountain,2,0.1571623365,0.23
mountain-nat494,mountain,3,0.150443788,0.5766666667
mountain-nat494,mountain,4,0.1446835628,0.8666666667
mountain-nat67,mountain,1,0.200333056,0.1833333333
mountain-nat67,mountain,2,0.2081665999,0.2866666667
mountain-nat67,mountain,3,0.1212435565,0.53
mountain-nat67,mountain,4,0.146401275,0.7666666667
mountain-nat73,mountain,1,0.01,0.09
mountain-nat73,mountain,2,0.0916515139,0.23
mountain-nat73,mountain,3,0.1446835628,0.5466666667
mountain-nat73,mountain,4,0.181934054,0.81
mountain-nat752,mountain,1,0.2523885893,0.33
mountain-nat752,mountain,2,0.2882707061,0.47
mountain-nat752,mountain,3,0.3423935358,0.6133333333
mountain-nat752,mountain,4,0.3650114153,0.7366666667
mountain-nat87,mountain,1,0.06506407099,0.2033333333
mountain-nat87,mountain,2,0.1664331698,0.33
mountain-nat87,mountain,3,0.2638812864,0.5233333333
mountain-nat87,mountain,4,0.2515949125,0.66
mountain-nat876,mountain,1,0.0916515139,0.16
mountain-nat876,mountain,2,0.1252996409,0.29
mountain-nat876,mountain,3,0.2267891826,0.5166666667
mountain-nat876,mountain,4,0.06557438524,0.8
mountain-nat99,mountain,1,0.01154700538,0.04666666667
mountain-nat99,mountain,2,0.06110100927,0.1533333333
mountain-nat99,mountain,3,0.2454248018,0.5166666667
mountain-nat99,mountain,4,0.1081665383,0.84
mountain-natu102,mountain,1,0.07810249676,0.14
mountain-natu102,mountain,2,0.14571662,0.2333333333
mountain-natu102,mountain,3,0.2569695183,0.4866666667
mountain-natu102,mountain,4,0.254820198,0.6733333333
mountain-natu474,mountain,1,0.2272296929,0.3566666667
mountain-natu474,mountain,2,0.3028751118,0.4033333333
mountain-natu474,mountain,3,0.1096965511,0.7166666667
mountain-natu474,mountain,4,0.1044030651,0.88
mountain-natu687,mountain,1,0.05686240703,0.3166666667
mountain-natu687,mountain,2,0.04725815626,0.3933333333
mountain-natu687,mountain,3,0.05291502622,0.71
mountain-natu687,mountain,4,0.04,0.96
mountain-natu697,mountain,1,0.04509249753,0.1733333333
mountain-natu697,mountain,2,0.05507570547,0.2966666667
mountain-natu697,mountain,3,0.1474222959,0.5866666667
mountain-natu697,mountain,4,0.01732050808,0.9
mountain-natu742,mountain,1,0.2466441431,0.2566666667
mountain-natu742,mountain,2,0.2468467811,0.3866666667
mountain-natu742,mountain,3,0.2956912804,0.6066666667
mountain-natu742,mountain,4,0.2954657341,0.74
mountain-natu750,mountain,1,0.1539480432,0.18
mountain-natu750,mountain,2,0.08386497084,0.2433333333
mountain-natu750,mountain,3,0.08736894948,0.4266666667
mountain-natu750,mountain,4,0.05507570547,0.5966666667
mountain-natu762,mountain,1,0.06658328118,0.1566666667
mountain-natu762,mountain,2,0.150443788,0.2433333333
mountain-natu762,mountain,3,0.3085989847,0.6533333333
mountain-natu762,mountain,4,0.3156474827,0.7533333333
mountain-natu974,mountain,1,0.07,0.16
mountain-natu974,mountain,2,0.1159022577,0.2833333333
mountain-natu974,mountain,3,0.07505553499,0.6066666667
mountain-natu974,mountain,4,0.02081665999,0.8266666667
mountain-sharp16,mountain,1,0.05131601439,0.1533333333
mountain-sharp16,mountain,2,0.1153256259,0.37
mountain-sharp16,mountain,3,0.215019379,0.7466666667
mountain-sharp16,mountain,4,0.2182506205,0.8066666667
mountain-sharp32,mountain,1,0.14571662,0.1633333333
mountain-sharp32,mountain,2,0.277908858,0.2966666667
mountain-sharp32,mountain,3,0.1752141547,0.53
mountain-sharp32,mountain,4,0.1159022577,0.6733333333
mountain-sharp44,mountain,1,0.07767453465,0.1133333333
mountain-sharp44,mountain,2,0.130511813,0.2866666667
mountain-sharp44,mountain,3,0.2107921567,0.5233333333
mountain-sharp44,mountain,4,0.1852025918,0.77
mountain-sharp53,mountain,1,0.1537313674,0.2866666667
mountain-sharp53,mountain,2,0.2236813209,0.4266666667
mountain-sharp53,mountain,3,0.1814754345,0.6833333333
mountain-sharp53,mountain,4,0.1212435565,0.81
mountain-sharp67,mountain,1,0.05686240703,0.1366666667
mountain-sharp67,mountain,2,0.118462371,0.2633333333
mountain-sharp67,mountain,3,0.1628905563,0.5366666667
mountain-sharp67,mountain,4,0.2250185178,0.6866666667
mountain-sharp71,mountain,1,0.06429100507,0.1266666667
mountain-sharp71,mountain,2,0.1193035345,0.2533333333
mountain-sharp71,mountain,3,0.2362907813,0.5333333333
mountain-sharp71,mountain,4,0.1887679351,0.7933333333
mountain-sharp92,mountain,1,0.1474222959,0.2533333333
mountain-sharp92,mountain,2,0.1069267662,0.4033333333
mountain-sharp92,mountain,3,0.1228820573,0.65
mountain-sharp92,mountain,4,0.1436430762,0.7733333333
mountain-sharp96,mountain,1,0.04582575695,0.1
mountain-sharp96,mountain,2,0.1571623365,0.34
mountain-sharp96,mountain,3,0.207926269,0.4833333333
mountain-sharp96,mountain,4,0.1734935157,0.8
mountain-ski24,mountain,1,0.08504900548,0.1666666667
mountain-ski24,mountain,2,0.09609023537,0.2466666667
mountain-ski24,mountain,3,0.1871719352,0.5133333333
mountain-ski24,mountain,4,0.242693222,0.75
opencountry-cdmc518,opencountry,1,0.1101514109,0.1333333333
opencountry-cdmc518,opencountry,2,0.1228820573,0.24
opencountry-cdmc518,opencountry,3,0.211266025,0.4733333333
opencountry-cdmc518,opencountry,4,0.1571623365,0.73
opencountry-cdmc710,opencountry,1,0.130511813,0.2033333333
opencountry-cdmc710,opencountry,2,0.1250333289,0.3233333333
opencountry-cdmc710,opencountry,3,0.17,0.49
opencountry-cdmc710,opencountry,4,0.1607275127,0.6766666667
opencountry-cdmc713,opencountry,1,0.1331665624,0.1866666667
opencountry-cdmc713,opencountry,2,0.1530795,0.2466666667
opencountry-cdmc713,opencountry,3,0.3108590249,0.5866666667
opencountry-cdmc713,opencountry,4,0.3234707612,0.7533333333
opencountry-des16,opencountry,1,0.06658328118,0.3133333333
opencountry-des16,opencountry,2,0.1415391583,0.3833333333
opencountry-des16,opencountry,3,0.130128142,0.7166666667
opencountry-des16,opencountry,4,0.1686218649,0.8066666667
opencountry-fie15,opencountry,1,0.09539392014,0.12
opencountry-fie15,opencountry,2,0.118462371,0.2633333333
opencountry-fie15,opencountry,3,0.1379613472,0.5433333333
opencountry-fie15,opencountry,4,0.16563011,0.7766666667
opencountry-fie24,opencountry,1,0.08185352772,0.18
opencountry-fie24,opencountry,2,0.08185352772,0.23
opencountry-fie24,opencountry,3,0.2010804151,0.4033333333
opencountry-fie24,opencountry,4,0.1887679351,0.7633333333
opencountry-fie27,opencountry,1,0.1285820101,0.2533333333
opencountry-fie27,opencountry,2,0.07767453465,0.4133333333
opencountry-fie27,opencountry,3,0.07211102551,0.64
opencountry-fie27,opencountry,4,0.04358898944,0.9
opencountry-fie28,opencountry,1,0.09539392014,0.16
opencountry-fie28,opencountry,2,0.1250333289,0.2366666667
opencountry-fie28,opencountry,3,0.3484728588,0.6433333333
opencountry-fie28,opencountry,4,0.1479864859,0.9
opencountry-fie36,opencountry,1,0.06658328118,0.1566666667
opencountry-fie36,opencountry,2,0.08326663998,0.2666666667
opencountry-fie36,opencountry,3,0.1418919777,0.4266666667
opencountry-fie36,opencountry,4,0.1205542755,0.6866666667
opencountry-fie5,opencountry,1,0.05507570547,0.1533333333
opencountry-fie5,opencountry,2,0.130511813,0.2866666667
opencountry-fie5,opencountry,3,0.2055075019,0.6133333333
opencountry-fie5,opencountry,4,0.2800595175,0.8033333333
opencountry-fie6,opencountry,1,0.07023769169,0.1366666667
opencountry-fie6,opencountry,2,0.08082903769,0.2133333333
opencountry-fie6,opencountry,3,0.04582575695,0.4
opencountry-fie6,opencountry,4,0.06110100927,0.6466666667
opencountry-land220,opencountry,1,0.2835489376,0.3
opencountry-land220,opencountry,2,0.2311565126,0.4233333333
opencountry-land220,opencountry,3,0.187705443,0.5666666667
opencountry-land220,opencountry,4,0.1674315781,0.7933333333
opencountry-land228,opencountry,1,0.127410099,0.1733333333
opencountry-land228,opencountry,2,0.1530795,0.3366666667
opencountry-land228,opencountry,3,0.288444102,0.67
opencountry-land228,opencountry,4,0.07094598885,0.9166666667
opencountry-land269,opencountry,1,0.08386497084,0.2033333333
opencountry-land269,opencountry,2,0.1582192572,0.3566666667
opencountry-land269,opencountry,3,0.04509249753,0.7233333333
opencountry-land269,opencountry,4,0.04,0.96
opencountry-land295,opencountry,1,0.07937253933,0.19
opencountry-land295,opencountry,2,0.140118997,0.3433333333
opencountry-land295,opencountry,3,0.2010804151,0.6066666667
opencountry-land295,opencountry,4,0.1571623365,0.88
opencountry-land412,opencountry,1,0.03511884584,0.1833333333
opencountry-land412,opencountry,2,0.06557438524,0.31
opencountry-land412,opencountry,3,0.1154700538,0.6333333333
opencountry-land412,opencountry,4,0.1101514109,0.8466666667
opencountry-land494,opencountry,1,0.01527525232,0.07666666667
opencountry-land494,opencountry,2,0.08544003745,0.29
opencountry-land494,opencountry,3,0.1345362405,0.71
opencountry-land494,opencountry,4,0.01527525232,0.9266666667
opencountry-land505,opencountry,1,0.06110100927,0.2466666667
opencountry-land505,opencountry,2,0.130128142,0.4066666667
opencountry-land505,opencountry,3,0.140118997,0.6033333333
opencountry-land505,opencountry,4,0.1802775638,0.75
opencountry-land555,opencountry,1,0.2205296654,0.2566666667
opencountry-land555,opencountry,2,0.2970409624,0.3566666667
opencountry-land555,opencountry,3,0.219317122,0.55
opencountry-land555,opencountry,4,0.2672701505,0.7766666667
opencountry-land573,opencountry,1,0.05507570547,0.1366666667
opencountry-land573,opencountry,2,0.2490649179,0.3233333333
opencountry-land573,opencountry,3,0.2645751311,0.5
opencountry-land573,opencountry,4,0.3134219733,0.6533333333
opencountry-land616,opencountry,1,0.02081665999,0.2066666667
opencountry-land616,opencountry,2,0.05,0.35
opencountry-land616,opencountry,3,0.1473091986,0.54
opencountry-land616,opencountry,4,0.08326663998,0.7266666667
opencountry-land625,opencountry,1,0.04358898944,0.19
opencountry-land625,opencountry,2,0.05507570547,0.2666666667
opencountry-land625,opencountry,3,0.2042057786,0.57
opencountry-land625,opencountry,4,0.1664331698,0.71
opencountry-land639,opencountry,1,0.02516611478,0.1133333333
opencountry-land639,opencountry,2,0.0608276253,0.16
opencountry-land639,opencountry,3,0.2055075019,0.6366666667
opencountry-land639,opencountry,4,0.2157158625,0.7466666667
opencountry-land659,opencountry,1,0.1150362262,0.2333333333
opencountry-land659,opencountry,2,0.1385640646,0.28
opencountry-land659,opencountry,3,0.2050203242,0.5166666667
opencountry-land659,opencountry,4,0.242693222,0.77
opencountry-land684,opencountry,1,0.05773502692,0.1666666667
opencountry-land684,opencountry,2,0.05773502692,0.3333333333
opencountry-land684,opencountry,3,0.1385640646,0.52
opencountry-land684,opencountry,4,0.2450170062,0.7033333333
opencountry-land688,opencountry,1,0.1955334583,0.3633333333
